question_text,target
What's the best food should I eat in the morning before I resumed or after?,0
What is one major change of perception you have undergone from your freshmen times to now being a sophomore?,0
What is plastic cut to size service?,0
"How possible is it, with today's technology, for one to fake one's own death?",0
H0w can I send my gift to my friend in Pakistan?,0
Have you received any benefit from online counseling?,0
Do anonymous caller apps use numbers that I'd call back and it would have a prompt about a survey?,0
How can I view my Android location history?,0
If we discovered aliens would it disprove the Bible and other religious texts?,0
What does the baby in series of unfortunate events symbolize?,0
Who are some aspiring candidates to look out for in the next U. S. Presidential election?,0
Why do my thongs smell after wearing them?,0
"Why are internet answers so poor in grammar, even from native English speakers?",0
Where can I find academic research assisting interns in Egypt?,0
Are the old photographs in Dead Poets Society actually old photos?,0
Would you reveal a crime which damages the Presidency so much that it becomes necessary to impeach the sitting President?,0
"If we are just chemicals, molecules, then each molecule must also be self aware, isn't it?",0
What are some sleepover activities for two?,0
What is the difference between cracking and reforming?,0
What is the most haunted place in America?,0
What should be my study plan for the next 2 months for NEET UG 2018?,0
Do hard credit inquiries only apply to applications for credit cards?,0
What has the Delta Faucet Company achieved?,0
Is there any person like me who don't have anything worth sharing despite living for more then 25 years?,0
Which is better internship in Germany or permanent job in India?,0
Do you think Rahul Gandhi should get married?,0
What exactly is an 'emolument' and what did James Madison mean by that word?,0
Have the JEE Mains rank for 2017 changed recently?,0
How can I train myself to solve really hard math problems?,0
Who was Wayne Heffley?,0
Can you regain full mobility in your foot after having surgery on your LisFranc ligament in your foot?,0
How can I get good cloths for my baby and where?,0
What does biological engineering do?,0
In 15 group element which has height basic character?,0
"Why was arthur weasley underpaid in the ministry, or were the weasleys poor because they had too many kids?",0
What is hardware mechanical design?,0
How can I subtly show a girl my bulge?,0
How were the Jews of Europe treated at end of WW2?,0
Why does planet mercury have sharp edges even though it is composed of gases?,0
Who started the Rajput?,0
How many pending friend requests do people have on Facebook?,0
Why don't modern submarines have rear facing torpedo tubes?,0
What are some material things that every woman should have that would make her life better as it relates to maturity and growth?,0
Is there any scope of eletronics and telecommunication diploma and better paid jobs?,0
What is a computer database?,0
How do you make a flower costume?,0
To what extent are men and women equal?,0
Can I get CSE in Vellore campus with 17343 rank in VITEEE?,0
What are the estate agent fees for selling a house?,0
What is a contemporary life?,0
As a fresher from college and working in IT is it a good idea to work on RPA projects?,0
"Who would win, Doctor Manhattan vs Silver Surfer?",0
How can I make money using Unreal Engine 4?,0
What is the historical development of marketing in Nigeria?,0
How do I handle neighbour politics?,0
How many time out of for football in olymphic games?,0
"What is the manufacturing process of the Oreck Steam-It Steam Mop, Steam100LRH?",0
Why is paralanguage important to written communication?,0
Never leaves gap to pull my leg. Is this sentence correct or wrong?,0
"What direction does a true barber pole rotate, and does the helix turn in a direction so it lifts up the top or does it push down to the bottom?",0
"As a shy person, what is the most courageous, out of your comfort zone thing you have ever done?",0
How should I prepare for CA after class 10?,0
Which meniscus is it better to partially remove in order to delay osteoarthritis? The medial or lateral?,0
Can I do yoda just after walking?,0
What are your viva incidents in colleges?,0
How can you help yourself if you are smart but a coward who is too afraid to do anything because of his fear?,0
What will happen when IPL is stopped after first inning and between second innings due to rain?,0
Which booking agencies in the US are the best for small-medium artists?,0
"If our ancestors are monkeys, then why can today's monkeys be human?",0
What are the most interesting subreddits to subscribe to?,0
"Do you think society justifies ostracization, boycotts, public shamming and the like to an unfounded acceptable level of censorship toward others?",0
Do you think marriage is needed to make your relationship really serious? Or can a relationship be as serious as marriage without marrying someone?,0
Are Excalibur accordions good?,0
How can I build a business around Twitter bots?,0
People claim it is cruel to leave a dog home alone for 8-9 hours. Do you feel I should have left the dog at the pound to be put down?,0
Which is more likely to cause rapid weight loss - cancer or diabetes?,0
"I feel sad because I live in isreal and my Hebrew so bad, how can I be good at Hebrew as Arabic boy?",0
What influenced Amy Mickelson to become an actress?,0
What are the universal advices for whole humanity?,0
How does a 89's-90's video game console work?,0
Who introduced democracy to us in Africa?,0
How do I travel without spending a lot of money?,0
How can hindcasting help when you already know what happened?,0
What is being abstracted from reality?,0
"Are there any other Research Centers like QCRI, incontext of Research and future opportunities?",0
How do I celebrate sheet metal developed dimension?,0
Which are easy jobs if earning doesn't matter much?,0
Will you tell me a story?,0
What are the best financial courses on Coursera for beginners?,0
Who is interested in creating an estimation statistical card game?,0
What is the best historical photo taken?,0
What is the environmental contaminant?,0
Does a successful career always interfere with familial relationships?,0
Is there anything which is doesn't based on chemistry?,0
Have you come across a great doctor who treats well with very minimal charge? Can you mention his name/locality?,0
I am familiar with basic Android programming. I want to learn sliding in Android. Which is the appropriate source to learn sliding?,0
What is the minister of India?,0
How can I make my crowdfunding campaign look trustworthy to get more donations?,0
I'm going to give a 12 hours course for 10 to 14 years old kids about aeromodelism. Which themes should I touch? How can I begin?,0
What are your daily habits that you believe they have made you a better person?,0
What would a Classical Republicanism arguement be regarding the American Healthcare Act?,0
What are poems inspired by Bonnie and Clyde?,0
